ID,URL,Titre,Date_Label,Heure_Debut,Heure_Fin,Lieu,Date,Mode,Prix_Inscription,Lien_Inscription,Description,Nourriture_Presente,Boisson_Presente,Detail_Consommation
1229549,https://www.etsmtl.ca/evenement/24-h-creation-raconteurs-dangles?date=2026-03-15,24 h de création - Un spectacle de théâtre à créer en une fin de semaine avec les Raconteurs d'Angles,15 mars 2026 à 10:00,10:00,21:00,"50, Chemin Lac en Coeur, Lac-aux-Sables",15 mars 2026,En personne,"100 $ : inscription jusqu'au 10 mars, midi",https://lepointdevente.com/billets/24h-creation-hiv026?lang=fr,"Créer un spectacle d'une trentaine de minutes en 24 h, est-ce possible? C'est le défi que relèvera les Raconteurs d'Angles, troupe de théâtre de création. Plaisir et rencontres garanties!Pour cette activité, nous pourrons compter sur la supervision d'Audrey Leclair.Nourriture et transport fourni, il ne manque plus que votre créativité ainsi que vos effets personnels pour dormir comme en camping et rester propre!Inscrivez-vous d'ici le 10 mars, midi.Le prix de 100 $ pour participer servira à couvrir les frais encourus par l’offre de l’activité.Les Raconteurs d'Anglestheatre@etsmtl.ca | raconteurs.etsmtl.ca",True,False,"Nourriture et transport fourni, il ne manque plus que votre créativité ainsi que vos effets personnels pour dormir comme en camping et rester propre!"
1563382,https://www.etsmtl.ca/evenement/colloque-cebq?date=2026-03-17,Colloque du Conseil de l'enveloppe du bâtiment du Québec (CEBQ),Du 17 mars 2026 à 08:30 au 18 mars 2026 à 17:00,08:30,17:00,A-1600,"Du
                                                                                                17 mars 2026
                                                                                                    au 18 mars 2026",En personne,,,"Les professeurs Wahid Maref et Gabriel Lefebvre, du département de Génie de la construction, en collaboration avec le Conseil de l’enveloppe du bâtiment du Québec (CEBQ), invitent la communauté de l’ÉTS à participer à un colloque de deux jours consacré à l’enveloppe du bâtiment, sous le thème : « Habiter autrement, construire autrement : efficacité, préfabrication, résilience et conversion ».",False,False,
1538404,https://www.etsmtl.ca/evenement/journee-scientifique-itechsante-2026?date=2026-03-17,Journée scientifique itechsanté 2026,17 mars 2026 à 08:30,08:30,17:00,Salon des diplômés et diplômées (E-2033),17 mars 2026,En personne,formulaire,https://www.etsmtl.ca/formulaire/journee-scientifique-itechsante,"Se connaître. Collaborer. Innover.Après le succès de sa première édition, itechsanté vous invite à sa deuxième Journée scientifique avec un programme repensé.Cette journée rassemble la communauté professorale et étudiante engagée en santé afin de découvrir les projets de recherche en cours, identifier des expertises complémentaires et créer de nouvelles collaborations interdisciplinaires. Que vous souhaitiez présenter vos travaux, élargir votre réseau interne ou mieux comprendre la richesse des expertises en santé à l’ÉTS, cette journée est conçue pour vous et ouverte à toute la communauté de l'ÉTS. Découvrez le programme.",False,False,
1467509,https://www.etsmtl.ca/evenement/seance-intensive-recherche-stage-boost-ta-recherche?date=2026-03-17,Séance intensive de recherche de stage : Boost ta recherche,17 mars 2026 à 15:00,15:00,16:30,E-2024,17 mars 2026,En personne,,,"Viens avancer ta recherche de stage dans un ambiance calme et motivante. Cette période de travail autonome te permettra de te concentrer sur tes démarches (mise à jour CV et profil LinkedIn, envoi de candidatures, prospection d’entreprises, etc.). Une conseillère en planification de stage sera présente pour répondre à tes questions, tes guider et te donner des conseils personnalisés au besoin. N’oublie pas d’apporter ton ordinateur! En solo ou avec tes collègues, on t’attend!",False,False,
1337814,https://www.etsmtl.ca/evenement/atelier-web-science?date=2026-03-18,Atelier : Web of Science,18 mars 2026 à 10:00,10:00,12:00,Bibliothèque : Laboratoire informatif (A-0241),18 mars 2026,En personne,Inscription requise,https://etsmtl.libcal.com/event/3979462,"Un atelier bilingue présenté par la bibliothèque ÉTS.Atelier pratique pour découvrir les principales fonctionnalités de visualisation, de sauvegarde et d’analyse des résultats de la recherche d’une des plus importantes bases de données bibliographiques et de résumés d’articles scientifiques au monde.Utilisez Web of Science pour:Trouver de la documentation sur un sujet;Repérer les articles ayant un impact scientifique important, les écrits fondamentaux;Identifier des revues pertinentes pour y publier vos résultats de recherche;Repérer des experts dans un domaine d'expertise.Si le temps le permet, un petit survol du Journal Citations Reports (JCR), l'outil de Clarivate pour évaluer l'influence et la notoriété d'une revue sera offert en fin d'atelier.",False,False,
1318361,https://www.etsmtl.ca/evenement/comment-ecouter-expose?date=2026-03-18,Comment écouter un exposé,18 mars 2026 à 12:30,12:30,13:00,,18 mars 2026,En ligne,Inscription requise,https://etsmtl.libcal.com/event/3973950,Un atelier bilingue présenté par la bibliothèque ÉTS.Conseils pour devenir un auditeur actifSe préparer avantGarder les points importantsPoser des questionsLe SARA présente fréquemment des ateliers éclair d’une durée de 20 à 30 minutes sur des thématiques variées en lien avec la communication scientifique. Les ateliers sont bilingues. N’hésitez pas à rester après la présentation et à poser des questions.,False,False,
1259108,https://www.etsmtl.ca/evenement/cafe-linguistique-h26?date=2026-03-18,Café linguistique,18 mars 2026 à 12:30,12:30,13:30,Café Sans filtre - Rez-de-chaussée du pavillon F,18 mars 2026,En personne,,,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! Ce sera également une occasion pour les personnes cherchant à améliorer leur maîtrise de la langue française dans une ambiance conviviale. Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré.Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F.Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca*Seule la communauté de l'ÉTS peut participer à cette activité.",False,True,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! | Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré. | Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F. | Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca"
1563791,https://www.etsmtl.ca/evenement/batir-prochaine-generation-leaders-web3?date=2026-03-18,Ateliers Hedera - Bâtir la prochaine génération de leaders Web3,18 mars 2026 à 17:00,17:00,19:00,D-3014,18 mars 2026,En ligne,,,"Cette série d’ateliers, offerte par le club Byzantium et menée en collaboration avec Dar Blockchain, vous propose une immersion pratique dans l’écosystème Hedera. Le programme est conçu pour équiper les étudiants de compétences recherchées en Web3, couvrant les fondamentaux, le développement de contrats intelligents (smart contracts) et l'architecture dApp.",False,False,
1448565,https://www.etsmtl.ca/evenement/soiree-finissants?date=2026-03-18,Soirée des finissants et finissantes,18 mars 2026 à 17:30,17:30,21:00,"ÉTS, Salon des diplômés (Maison des étudiants / Pavillon E)",18 mars 2026,En personne,Inscription gratuite,https://activitesdiplomes.etsmtl.ca/2026-SFINISSANTS/?lng=0,"Présentée par Gestion FÉRIQUE et conçue pour bâtir des ponts entre les diplômés et diplômées d’expérience et la nouvelle génération de professionnels issus de la communauté ÉTS, cette soirée est un moment pour apprendre, partager et bâtir des relations favorisant l’évolution de chacun dans un marché du travail en constante évolution.Joignez-vous à nous le mercredi 18 mars 2026, dès 17 h 30.",False,False,
1173360,https://www.etsmtl.ca/evenement/gestion-bibliographique-avec-zotero-fr?date=2026-03-19,La gestion bibliographique avec Zotero,19 mars 2026 à 10:00,10:00,11:30,,19 mars 2026,En ligne,Inscription requise,https://etsmtl.libcal.com/event/3978978,"Un atelier présenté par la bibliothèque ÉTS. Tout ce qu’il faut pour apprendre à utiliser les fonctionnalités de Zotero pour des travaux universitaires et de recherche. À partir de votre bibliothèque de références, voyez comment :Organiser vos références efficacement;Prendre des notes de lecture directement dans Zotero;Utiliser Zotero pour faire une veille des bases de données que vous utilisez;Utiliser vos références Zotero avec Microsoft Word.À savoir :  Il est suggéré d'installer Zotero et le connecteur Zotero avant l'atelier : https://www.zotero.org/download/ ;Le Carrefour gestion bibliographique, une ressource créée par les bibliothèques du réseau de L'Université du Québec, peut vous permettre de découvrir les fonctionnalités de base de Zotero.La présentation dure 90 minutes. Du temps est prévu pour répondre aux questions spécifiques et donner des exemples supplémentaires selon les besoins.",False,False,
1563772,https://www.etsmtl.ca/evenement/byzantium-conference-tenor?date=2026-03-19,Les protocoles de prêts et d'emprunts (<i>onchain lending</i>),19 mars 2026 à 12:15,12:15,13:30,D-4007,19 mars 2026,En personne,,,"Le club étudiant Byzantium accueille l'équipe de Tenor pour une présentation approfondie sur la finance onchain. Cette session explorera la blockchain en tant qu'infrastructure financière, les différents types d'actifs numériques et le fonctionnement des protocoles de prêt. La conférence abordera également les défis liés à l'adoption de masse et se terminera par une démonstration exclusive de la plateforme Tenor.",False,False,
1563789,https://www.etsmtl.ca/evenement/midi-pizza-conference-ingenierie-financiere?date=2026-03-19,Midi-Pizza et Conférence sur l’ingénierie financière,19 mars 2026 à 12:15,12:15,13:15,A-1592 (Salle de réunion CTN) – Département de Génie de la construction – Pavillon A,19 mars 2026,En personne,,,Le professeur Edmond Miresco animera un midi-pizza accompagné d’une conférence pour présenter les bases de l’ingénierie financière. Un événement à ne pas manquer !,True,False,Le professeur Edmond Miresco animera un midi-pizza accompagné d’une conférence pour présenter les bases de l’ingénierie financière.
1259201,https://www.etsmtl.ca/evenement/atelier-rencontres-amoureuses-dating-h26?date=2026-03-19,Parlons de l'univers des rencontres amoureuses (le fameux dating),19 mars 2026 à 12:30,12:30,13:30,E-3037,19 mars 2026,En personne,Gratuite et juste ici!,https://etsmtl.jotform.com/253205540788864,"Tu as envie de rencontrer, mais tu ne sais pas trop comment t'y prendre?Cet atelier se veut un espace décontracté pour discuter de l’univers du « dating ». Par exemple : Comment aborder une personne qui nous intéresse?Comment se préparer?De quoi parler?Comment se montrer sous notre meilleur jour tout en restant authentique?Comment réagir au refus?Inscris-toi dès maintenant!L'atelier sera animé par Sacha Bertrand, stagiaire en sexologie, et Fanie St-Jean, Ps.éd. et conseillère en relation d’aide aux Services à la vie étudiante.Services à la vie étudianteE-3040 | sve@etsmtl.ca Seule la communauté étudiante de l'ÉTS peut participer à cet atelier.",False,False,
1158985,https://www.etsmtl.ca/evenement/cbh26-sentinelles-1-detresse-psychologique?date=2026-03-19,Campus bienveillant | Sentinelles ÉTS volet 1 : détection de la détresse psychologique,19 mars 2026 à 16:30,16:30,18:30,E-3040,19 mars 2026,En personne,Juste ici!,https://etsmtl.jotform.com/253075762991871,"Vous souhaitez vous outiller sur les stratégies à utiliser face à une personne qui vit des difficultés personnelles ou de la détresse psychologique? Le projet Sentinelles ÉTS consiste en une formation sur les premiers soins psychologiques, offerte en deux volets, pour savoir comment orienter vos collègues en détresse vers les ressources adaptées à leurs besoins.Cette formation d’une durée de 2 h en présentiel comporte des exercices pratiques, des mises en situation et des échanges en groupe afin d’enrichir les apprentissages.Elle vous permettra de :Développer vos connaissances sur la santé mentale et sur la détresse psychologique;Repérer vos collègues aux prises avec de la détresse;Identifier les actions et attitudes les plus aidantes afin de les soutenir avec bienveillance;Savoir comment les orienter adéquatement vers les principales ressources.Cette formation est réservée à la communauté étudiante de l'ÉTS.Services à la vie étudianteE-3040 | sve@etsmtl.ca",False,False,
1455785,https://www.etsmtl.ca/evenement/trouve-ton-projet?date=2026-03-19,Trouve ton projet,19 mars 2026 à 17:00,17:00,19:00,Bibliothèque,19 mars 2026,En personne,,,À la recherche d'un projet d'études? D'un directeur ou d'une directrice?,False,False,
1405914,https://www.etsmtl.ca/evenement/cours-groupe-gratuit-cs?date=2026-03-20,Cours de groupe gratuit au Centre sportif ÉTS,20 mars 2026 à 07:00,07:00,07:45,Centre sportif - 3e étage - Pavillon B,20 mars 2026,En personne,,,"Bonne nouvelle pour toute la communauté étudiante de l’ÉTS!Du 9 janvier au 24 avril 2026, le Centre sportif ÉTS t'offre un cours de groupe GRATUIT tous les vendredis matins de 7 h à 7 h 45.Entraînement fonctionnel / Cross training;Accessible à tous les niveaux;Gratuit pour TOUTE la session;Au Centre sportif de l’ÉTS.Que tu sois du matin ou que tu viennes te réveiller en bougeant, viens t’entraîner avec nous et bien commencer ta journée!Cette activité est gratuite pour toute la communauté étudiante de l'ÉTS.",False,False,
1136164,https://www.etsmtl.ca/evenement/seance-zooanimation?date=2026-03-23,Séance de zooanimation,23 mars 2026 à 11:30,11:30,13:30,Bibliothèque : Espace 3C (A-0250),23 mars 2026,En personne,,,"Entre deux cours, venez relaxer et flatter les compagnons de notre nouvelle intervenante en zooanimation Mélisande d'AssistAnimal.Ouvert à l’ensemble de la communauté ÉTS",False,False,
1563751,https://www.etsmtl.ca/evenement/repair-cafe-tributerre?date=2026-03-24,Repair café de Tributerre,24 mars 2026 à 11:00,11:00,19:00,Hall du pavillon B,24 mars 2026,En personne,,,"Le Repair café est un espace tenu par des étudiantes et des étudiants, qui permet à la communauté étudiante d’apporter leurs petits objets, vêtements ou appareils présentant des problèmes matériels ou logiciels, afin de les faire réparer. Cette initiative vise à réduire le gaspillage évitable et à encourager la réparation plutôt que le remplacement.Pour participer à cette initiative en tant que bénévole, remplissez le formulaire suivant.",False,True,"Le Repair café est un espace tenu par des étudiantes et des étudiants, qui permet à la communauté étudiante d’apporter leurs petits objets, vêtements ou appareils présentant des problèmes matériels ou logiciels, afin de les faire réparer."
1541627,https://www.etsmtl.ca/evenement/journee-jumelage-organisee-section-scgc-montreal?date=2026-03-25,Journée de jumelage organisée par la section SCGC de Montréal,25 mars 2026 à 09:00,09:00,09:00,D-2015,25 mars 2026,En personne,Ici,https://accounts.google.com/v3/signin/accountchooser?continue=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSezmzWag7LZ2jKkoDNW7b2zaWxoBHLiXdZGEMfWz_cO9G5Gpg%2Fviewform&dsh=S-1257992919%3A1772117980912023&followup=https%3A%2F%2Fdocs.google.com%2Fforms%2Fd%2Fe%2F1FAIpQLSezmzWag7LZ2jKkoDNW7b2zaWxoBHLiXdZGEMfWz_cO9G5Gpg%2Fviewform&ifkv=ASfE1-pWM9bH8CvVw2FUn2pylnbL_SodtRBFpkl4hCCYuKD3JUoP8A9urC8OOdts07VhlQwYTPJ8CQ&ltmpl=forms&osid=1&passive=1209600&service=wise&flowName=GlifWebSignIn&flowEntry=ServiceLogin,"La section SCGC de Montréal nous présente l'opportunité d'une journée de jumelage, soit une journée en entreprise guidée par des professionnels. Toutes les informations se trouvent dans le formulaire d'inscription.",False,False,
1467541,https://www.etsmtl.ca/evenement/midi-atelier-initiation-tricot-3?date=2026-03-25,Midi-atelier : initiation au tricot,25 mars 2026 à 12:15,12:15,13:15,Bibliothèque : devant le mur vidéo,25 mars 2026,En personne,Inscription requise,https://etsmtl.libcal.com/event/3897863,"Joignez-vous à nous pour une séance d’initiation au tricot!Si vous pensez ne pas pouvoir vous inscrire parce que vous ne savez pas tricoter, détrompez-vous!  Depuis sa création en 2018, le Club de tricot a formé plusieurs personnes qui n’avaient jamais tenu des aiguilles à tricoter et elles ont pu constater que ce n’est vraiment pas sorcier.  Vous avez seulement besoin d’un peu de patience et de dextérité. Saviez-vous que le joueur de football Laurent Duvernay-Tardif, de même que le patineur de vitesse François Hamelin sont des tricoteurs aguerris?Nous offrirons des classes d’apprentissage pour enseigner la base aux novices : monter des mailles, tricoter à l’endroit et à l’envers.- Le Club de tricot de l'ÉTSDu matériel sera prêté sur place, mais n'hésitez pas à apporter vos aiguilles et votre laine si vous le souhaitez.",False,False,
1259108,https://www.etsmtl.ca/evenement/cafe-linguistique-h26?date=2026-03-25,Café linguistique,25 mars 2026 à 12:30,12:30,13:30,Café Sans filtre - Rez-de-chaussée du pavillon F,25 mars 2026,En personne,,,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! Ce sera également une occasion pour les personnes cherchant à améliorer leur maîtrise de la langue française dans une ambiance conviviale. Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré.Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F.Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca*Seule la communauté de l'ÉTS peut participer à cette activité.",False,True,"Rejoignez-nous au Café linguistique pour une pratique dynamique du français, de l'anglais, ou de la langue de votre choix, avec des pairs venant des quatre coins du globe! | Un café sera servi gratuitement et vous pourrez aussi apporter votre lunch si désiré. | Le Café linguistique se tient tous les mercredis, de 12 h 30 à 13 h 30, du 14 janvier au 22 avril 2026, au Café Sans filtre du pavillon F. | Geneviève ColardCoordonnatrice du Café linguistiqueServices à la vie étudiantegenevieve.colard@etsmtl.ca"
1563791,https://www.etsmtl.ca/evenement/batir-prochaine-generation-leaders-web3?date=2026-03-25,Ateliers Hedera - Bâtir la prochaine génération de leaders Web3,25 mars 2026 à 17:00,17:00,19:00,D-3014,25 mars 2026,En ligne,,,"Cette série d’ateliers, offerte par le club Byzantium et menée en collaboration avec Dar Blockchain, vous propose une immersion pratique dans l’écosystème Hedera. Le programme est conçu pour équiper les étudiants de compétences recherchées en Web3, couvrant les fondamentaux, le développement de contrats intelligents (smart contracts) et l'architecture dApp.",False,False,
1166632,https://www.etsmtl.ca/evenement/atelier-apprentissage-memorisation?date=2026-03-26,Comprendre les principes de la mémorisation,26 mars 2026 à 12:15,12:15,13:15,Zoom,26 mars 2026,En ligne,C'est gratuit!,https://etsmtl.zoom.us/meeting/register/v1XJBE3ITB2wGN5MblOtAA,"Comprendre les mécanismes de votre mémoire vous permet d’adopter de meilleures stratégies afin d’améliorer vos performances académiques. Dans le cadre de cet atelier, nous aborderons différentes techniques de mémorisation en fonction des contenus à mémoriser.Seule la communauté étudiante de l’ÉTS peut participer à cet atelier.Bruno BoileauB. Éd. Psychoéducation | Conseiller à la vie étudianteServices à la vie étudiante | E-3040bruno.boileau@etsmtl.ca",False,False,
1231423,https://www.etsmtl.ca/evenement/gerer-stress-incertitude-entrepreneur?date=2026-03-26,RDV Entrepreneuriat <br>Gérer le stress et l’incertitude quand on est entrepreneur,26 mars 2026 à 12:15,12:15,13:15,A-1300,26 mars 2026,En personne,Formulaire,https://www.etsmtl.ca/formulaire/rdv-entrepreneuriat-gerer-stress-26-mars,"L’entrepreneuriat est une aventure passionnante… mais aussi pleine d’imprévus ! Entre les montagnes russes émotionnelles, la pression des décisions rapides et l’instabilité financière, savoir gérer son stress devient une compétence clé. Cette conférence propose des pistes concrètes pour mieux composer avec l’incertitude, développer sa résilience et maintenir un équilibre sain entre performance et bien-être. À moyen d'exemples vécus et des outils pratiques, les participants et participantes apprendront à transformer le stress en moteur de créativité et de lucidité entrepreneuriale.À propos de Martin Enault Martin Enault est un entrepreneur visionnaire et un chef de file reconnu depuis plus de 20 ans pour avoir façonné de nouvelles industries. Entrepreneur en chef en résidence au Centech, l’un des 10 meilleurs incubateurs au monde, il est aussi président du conseil d'administration de Relief, un organisme qui accompagne tous les ans des dizaines de milliers de Canadiens et Canadiennes aux prises avec des problèmes de santé mentale.",False,False,
1467507,https://www.etsmtl.ca/evenement/atelier-comment-reussir-son-entrevue-conseil-dun-expert-recrutement?date=2026-03-26,Atelier « Comment réussir son entrevue - Conseil d'un expert en recrutement »,26 mars 2026 à 12:30,12:30,13:30,Salle à déterminer,26 mars 2026,En personne,,,"Tu souhaites optimiser tes entrevues et avoir les conseils d’un expert en recrutement sur le sujet ?Joins-toi à nous pour mieux comprendre les attentes des employeurs en entrevue. Notre invité expert possédant plusieurs années d’expérience dans le domaine du recrutement partagera des stratégies concrètes pour te démarquer en entrevue.Que tu sois à la recherche d’un stage, d’un emploi ou que tu veuilles simplement gagner en confiance, cet atelier te donnera des outils pour améliorer tes futures entrevues!",False,False,
1259126,https://www.etsmtl.ca/evenement/cbh26-sentinelles-2-prevention-suicide?date=2026-03-26,Campus bienveillant | Sentinelles ÉTS volet 2 : prévention du suicide,26 mars 2026 à 16:30,16:30,18:30,E-3040,26 mars 2026,En personne,Juste ici!,https://etsmtl.jotform.com/253075762991871,"Vous avez apprécié le *volet 1 : détection de la détresse psychologique et vous souhaitez aller encore plus loin?Le volet 2 vous permettra de :Requestionner vos préjugés face au suicide ou aux personnes suicidaires;Développer votre aisance afin de mieux détecter la présence d’idées suicidaires;Reconnaître les personnes vulnérables au suicide;Être en mesure d’encourager et d’accompagner la personne en détresse dans sa demande d’aide;Jouer un rôle actif dans la prévention du suicide.Cette formation d’une durée de 2 h en présentiel comporte des exercices pratiques, des mises en situation et des échanges en groupe afin d’enrichir les apprentissages.*Notez qu'il est nécessaire d’avoir complété le volet 1 si vous voulez vous inscrire au volet 2. Cette formation est réservée à la communauté étudiante de l'ÉTS.Services à la vie étudianteE-3040 | sve@etsmtl.ca",False,False,
1405914,https://www.etsmtl.ca/evenement/cours-groupe-gratuit-cs?date=2026-03-27,Cours de groupe gratuit au Centre sportif ÉTS,27 mars 2026 à 07:00,07:00,07:45,Centre sportif - 3e étage - Pavillon B,27 mars 2026,En personne,,,"Bonne nouvelle pour toute la communauté étudiante de l’ÉTS!Du 9 janvier au 24 avril 2026, le Centre sportif ÉTS t'offre un cours de groupe GRATUIT tous les vendredis matins de 7 h à 7 h 45.Entraînement fonctionnel / Cross training;Accessible à tous les niveaux;Gratuit pour TOUTE la session;Au Centre sportif de l’ÉTS.Que tu sois du matin ou que tu viennes te réveiller en bougeant, viens t’entraîner avec nous et bien commencer ta journée!Cette activité est gratuite pour toute la communauté étudiante de l'ÉTS.",False,False,
1261386,https://www.etsmtl.ca/evenement/symposium-ceriec-2026?date=2026-03-27,Symposium CERIEC,27 mars 2026 à 09:00,09:00,09:00,"Salon des diplômés, Maison des Étudiant, 2e étage, 1220 Notre Dame O.",27 mars 2026,En personne,Formulaire d'inscription,https://www.etsmtl.ca/formulaire/symposium-ceriec,"L’équipe du CERIEC présente la seconde édition de son Symposium annuel, le vendredi 27 mars 2026, au Salon des diplômés de l'ÉTS. Ce sera l’occasion de découvrir la recherche en économie circulaire à l’ÉTS.",False,False,
1206215,https://www.etsmtl.ca/evenement/pontpop-2026-science-design-ingeniosite-lhonneur?date=2026-03-27,"PontPop 2026 – Science, design et ingéniosité à l’honneur!",27 mars 2026 à 09:00,09:00,15:00,Pavillon A,27 mars 2026,En personne,,,"Le 27 mars 2026, l’ÉTS accueillera la 21e édition de PontPop, où des élèves du secondaire mettront à l’épreuve leurs ponts en bâtonnets de bois sous la pression d’une presse hydraulique.Inscriptions ouvertes! Chaque école peut inscrire jusqu’à quatre équipes. Visitez la page des Intervenants scolaires, section événements, pour consulter les règlements, le guide de participation et le  formulaire d'inscription. C’est donc un rendez-vous le 27 mars 2026 à l’ÉTS!",False,False,
1515659,https://www.etsmtl.ca/evenement/caec-2026?date=2026-03-30,CAÉC 2026 – Congrès annuel des étudiantes et étudiants chercheurs de l’ÉTS,30 mars 2026 à 08:30,08:30,19:00,Salon des diplômé(e)s : E-2033,30 mars 2026,En personne,Gratuite pour les 150 premières personnes!,https://docs.google.com/forms/d/e/1FAIpQLSe4pzIm_D50xujpphvD5jQUHUi6UwIGQtbw38NGMFyNhSRiJw/viewform,"Les étudiantes et étudiants sont encouragés à présenter leurs travaux de recherche dans l’un des formats suivants :Présentation de 3 minutesPrésentation orale de 10 minutesPrésentation par afficheDes prix seront décernés aux meilleures présentations, y compris des prix spéciaux sponsorisés par OPTICA et itechsante pour les meilleurs posters en optique et en technologies de la santé.Des cadeaux promotionnels seront offerts à l’ensemble des présentatrices et présentateurs.Dates importantesDate limite pour s’inscrire comme présentatrice ou présentateur : 2 marsDate limite pour s’inscrire comme participante ou participant : 16 marsDéjeuner, dîner et cocktail de réseautage offerts",True,True,"Déjeuner, dîner et cocktail de réseautage offerts"
1259130,https://www.etsmtl.ca/evenement/cbh26-temoin-actif?date=2026-03-30,Campus bienveillant | Agir en témoin actif en contexte social et festif,30 mars 2026 à 12:30,12:30,13:30,D-3014,30 mars 2026,En personne,Juste ici!,https://etsmtl.jotform.com/253075762991871,"Vous souhaitez vous impliquer lors d'un évènement festif ou social à titre de bénévole ou de personne organisatrice? Suivez cette incontournable formation sur la prévention des violences à caractère sexuel et des méfaits liés à la surconsommation d'alcool et de substances.La formation vous donnera des outils concrets pour :Savoir reconnaitre les situations problématiques lors d’évènements sociaux ou festifs;Réagir de façon proactive (directe ou indirecte) si vous êtes témoin de comportements inappropriés, de violences à caractère sexuel ou de méfaits en lien avec la consommation de substances ou d’alcool;Connaître les différentes ressources et savoir où et comment orienter vos collègues en cas de besoin.  Cette formation pratique et concrète d’une durée de 1 h 30 vous permettra de vous outiller pour que le plaisir soit au rendez-vous, et ce, dans un climat sécuritaire et respectueux lors de vos activités étudiantes.   Cette formation est réservée à la communauté étudiante de l'ÉTS.Services à la vie étudianteE-3040 | sve@etsmtl.ca",False,True,Suivez cette incontournable formation sur la prévention des violences à caractère sexuel et des méfaits liés à la surconsommation d'alcool et de substances.
1467513,https://www.etsmtl.ca/evenement/seance-intensive-recherche-stage-boost-ta-recherche-2?date=2026-03-31,Séance intensive de recherche de stage : Boost ta recherche,31 mars 2026 à 10:30,10:30,12:00,Salle à déterminer,31 mars 2026,En personne,,,"Viens avancer ta recherche de stage dans un ambiance calme et motivante. Cette période de travail autonome te permettra de te concentrer sur tes démarches (mise à jour CV et profil LinkedIn, envoi de candidatures, prospection d’entreprises, etc.). Une conseillère en planification de stage sera présente pour répondre à tes questions, tes guider et te donner des conseils personnalisés au besoin. N’oublie pas ton ordinateur! En solo ou avec tes collègues, on t’attend!",False,False,
1328450,https://www.etsmtl.ca/evenement/conference-atelier-semis-culture-plantes-indigenes-akene?date=2026-03-31,Réussir les semis et la culture de plantes indigènes - Bien plus facile qu'on pense! Avec Akène,31 mars 2026 à 12:15,12:15,13:45,Bibliothèque : Espace 3C (A-0250),31 mars 2026,En personne,Inscription requise,https://etsmtl.libcal.com/calendar/activites/Akene,"Cet atelier pratique, offert par Akène, vous permettra de démystifier certains termes, concepts et techniques entourant les plantes indigènes pour bien réussir vos semis et la culture de plantes indigènes. Après un survol de ces éléments, vous pourrez mettre les mains à la terre, préparer un petit plateau de semis que vous rapporterez chez vous, bien outillés pour une implantation réussie dans vos jardins.Akène est un semencier spécialisé dans la production et la distribution de semences de plantes sauvages et indigènes.",False,False,
1259176,https://www.etsmtl.ca/evenement/grip-facultes-capacites?date=2026-04-01,Kiosque du GRIP | Consommation et capacités affaiblies,1 avr. 2026 à 12:00,12:00,13:30,Hall A - Près de la cafétéria,1 avril 2026,En personne,,,"Viens découvrir quelle est la différence entre facultés et capacités affaiblies avec le Groupe de recherche et d’intervention psychosociale (GRIP) et les Services à la vie étudiante (SVE) le Mercredi 1er avril 2026 de 12 h à 13 h 30 au kiosque dans le hall du pavillon A, près de la cafétéria.Les intervenantes et intervenants du GRIP présents pourront répondre à toutes tes questions.Services à la vie étudiantesve@etsmtl.ca | E-3040",False,False,
1322166,https://www.etsmtl.ca/evenement/bientot-fini-les-etudes-trouver-linformation-de-qualite-en-milieu-de-travail?date=2026-04-01,Bientôt fini les études : trouver l'information de qualité en milieu de travail,1 avr. 2026 à 12:30,12:30,13:30,,1 avril 2026,En ligne,Inscription requise,https://etsmtl.libcal.com/event/3976881,Un atelier présenté par la bibliothèque ÉTS. Vous achevez bientôt vos études? Participez à cet atelier qui vous aidera à trouver de l’information de qualité en milieu de travail.Cette formation vous permettra de découvrir :Les différents besoins d’information en milieu de travailLes différentes ressources disponibles gratuitementL’accès à certaines ressources payantes,False,False,
